goodreadsID,title,authors,hyper,pageCounts,proportion_text_reviews,average_rating,genreVoted,hasAward,total_ratings,book.descriptions
141805,"Cities in Flight (Cities in Flight, #1-4)",James Blish,/book/show/141805.Cities_in_Flight,608,0.028023865,3.95,Science Fiction,FALSE,5531,"Originally published in four volumes nearly fifty years ago, Cities in Flight brings together the famed ""Okie novels"" of science fiction master James Blish. Named after the migrant workers of America's Dust Bowl, these novels convey Blish's ""history of the future,"" a brilliant and bleak look at a world where cities roam the Galaxy looking for work and a sustainable way of life.In the first novel, They Shall Have Stars, man has thoroughly explored the Solar System, yet the dream of going even further seems to have died in all but one man. His battle to realize his dream results in two momentous discoveries anti-gravity and the secret of immortality. In A Life for the Stars, it is centuries later and anti-gravity generations have enabled whole cities to lift off the surface of the earth to become galactic wanderers. In Earthman, Come Home, the nomadic cities revert to barbarism and marauding rogue cities begin to pose a threat to all civilized worlds. In the final novel, The Triumph of Time, history repeats itself as the cities once again journey back in to space making a terrifying discovery which could destroy the entire Universe. A serious and haunting vision of our world and its limits, Cities in Flight marks the return to print of one of science fiction's most inimitable writers.A Selection of the Science Fiction Book Club"
17240414,"Falling Free (Vorkosigan Saga, Chronological #1)",Lois McMaster Bujold,/book/show/17240414-falling-free,NA,0.037619653,3.83,Science Fiction,FALSE,14939,"Leo Graf was an effective engineer...Safety Regs weren't just the rule book he swore by; he'd helped write them. All that changed on his assignment to the Cay Habitat. Leo was profoundly uneasy with the corporate exploitation of his bright new students—till that exploitation turned to something much worse. He hadn't anticipated a situation where the right thing to do was neither safe, nor in the rules...Leo Graf adopted 1000 quaddies—now all he had to do was teach them to be free.This book book introduces the ""Quaddies"", a group which plays a part in the main Miles Vorkosigan series again in the book 
   Diplomatic Immunity
."
100366,Neutron Star (Known Space),Larry Niven,/book/show/100366.Neutron_Star,285,0.009607466,4.11,Science Fiction,FALSE,10929,"Come to Larry Niven's Universe and meet all the natives: Thrints, Bandersnatchi, Puppeteers -- and a host of other wonderfully created characters.Visit Lookitthat, Down, and Jinx -- indeed, an entire galaxy of planets found only in these stories that trace man's expansion and colonization throughout Known Space.A spectacular cycle of the future . . . a 10,000-year history of man on Earth and in space!Contents:· Neutron Star [Beowulf Shaeffer] · nv If Oct ’66 · A Relic of Empire · nv If Dec ’66 · At the Core [Beowulf Shaeffer] · ss If Nov ’66 · The Soft Weapon · nv If Feb ’67 · Flatlander [Beowulf Shaeffer] · nv If Mar ’67 · The Ethics of Madness · nv If Apr ’67 · The Handicapped [“Handicap”] · nv Galaxy Dec ’67 · Grendel [Beowulf Shaeffer] · nv *"
12420961,"Shards of Honor (Vorkosigan Saga, #1)",Lois McMaster Bujold,/book/show/12420961-shards-of-honor,9,4.26E-05,4.12,Science Fiction,FALSE,23469,"Listening Length: 8 hrs and 46 minsWhen Cordelia Naismith and her survey crew are attacked by a renegade group from Barrayar, she is taken prisoner by Aral Vorkosigan, commander of the Barrayan ship that has been taken over by an ambitious and ruthless crew member. Aral and Cordelia survive countless mishaps while their mutual admiration and even stronger feelings emerge."
185824,"Cosmonaut Keep (Engines Of Light, #1)",Ken MacLeod,/book/show/185824.Cosmonaut_Keep,352,0.034762065,3.6,Science Fiction,FALSE,2963,"Matt Cairns is a 21st-century outlaw Programmer who takes on the shady jobs no one else will touch. Against his better judgment, he accepts an assignment to crack the Marshall Titov, a top-secret orbital station operated by the European Space Agency. But what Matt will discover there will propel him on an extraordinary and quite unexpected journey.Gregor Cairns is an exobiology student and descendant of one of Terra Nova's first families. Hopelessly infatuated with a lovely young trader's daughter, he is unaware that his research partner, Elizabeth, has fallen in love with him. Together, Gregor and Elizabeth confront the great work his family began three centuries earlier-to rediscover the secret of interstellar travel.Ranging from a gritty near-future Earth to a distant alien world, Cosmonaut Keep is contemporary science fiction at its highest level, a visionary epic filled with daring individuals seeking a place for themselves in a vast, complex, and enigmatic universe. Cosmonaut Keep is a 2002 Hugo Award Nominee for Best Novel."
89195,"The Prefect (Prefect Dreyfus Emergency, #1)",Alastair Reynolds,/book/show/89195.The_Prefect,410,0.038600433,4.15,Science Fiction,FALSE,12461,"Tom Dreyfus is a Prefect, a policeman of sorts, and one of the best. His force is Panoply, and his beat is the multi-faceted utopian society of the Glitter Band, that vast swirl of space habitats orbiting the planet Yellowstone. These days, his job is his life.A murderous attack against a Glitter Band habitat is nasty, but it looks to be an open-and-shut case - until Dreyfus starts looking under some stones that some very powerful people would really rather stayed unturned. What he uncovers is far more serious than mere gruesome murder..."
1920307,Outpassage,Janet E. Morris,/book/show/1920307.Outpassage,368,0.160621762,4.21,Science Fiction,FALSE,193,"Sgt. ""Det"" Cox has just spent three years under psych observation on Earth; now that he's out-system, he isn't about to tell anyone he's seeing aliens again. Paige Barnett has lost everything, even her name, because she knows too much about the rebellion spreading throughout the Earth-Space mining colonies.Together Cox and Barnett stumble upon the mystery at the revolution's heart and learn why the rebels are willing to die for it.Is their discovery mankind's worst threat or greatest gift? The authorities are willing to destroy whole planets to keep the revolution's secret from reaching Earth...What's to stop them from destroying two people?"
337048,"The Engines of God (The Academy, #1)",Jack McDevitt,/book/show/337048.The_Engines_of_God,419,0.057671082,3.84,Science Fiction,FALSE,7248,"Two hundred years ago, humans made a stunning discovery in the far reaches of the solar system: a huge statue of an alien creature, with an inscription that defied all efforts at translation. Now, as faster-than-light drive opens the stars to exploration, humans are finding other relics of the race they call the Monument-Makers - each different, and each heartbreakingly beautiful. But except for a set of footprints on Jupiter's moon Iapetus, there is no trace of the enigmatic race that has left them behind. Then a team of scientists working on a dead world discover an ominous new image of the Monument-Makers. Somehow it all fits with other lost civilizations, and possibly with Earth's own future. And distant past. But Earth itself is on the brink of ecological disaster - there is no time to search for answers. Even to a question that may hold the key to survival for the entire human race..."
49838,"Titan (Gaea, #1)",John Varley,/book/show/49838.Titan,309,0.034521788,3.94,Science Fiction,FALSE,7068,"It begins with humankind's exploration of a massive satellite orbiting Saturn. It culminates in a shocking discovery: the satellite is a giant alien being. Her name is Gaea. Her awesome interior is mind-boggling—because it is a mind. A mind that calls out to explorers, transforming all who enter."
2503408,"Into the Looking Glass (Looking Glass, #1)",John Ringo,/book/show/2503408.Into_the_Looking_Glass,288,0.029863666,4.05,Science Fiction,FALSE,4621,"When a 60-kiloton explosion destroyed the University of Central Florida, and much of the surrounding countryside, the authorities first thought that terrorists had somehow obtained a nuclear weapon. But there was no radiation detected, and, when physicist Dr. William Weaver and Navy SEAL Command Master Chief Robert Miller were sent to investigate, they found that in the center of the destruction, where the University's physics department used to be, was an interdimensional gateway to... somewhere. An experiment in subatomic physics had produced a very unexpected effect. Furthermore, other gateways were appearing all over the world-and one of them immediately began disgorging demonic visitors intent on annihilating all life on Earth and replacing it with their own. Other, apparently less hostile, aliens emerged from other gateways, and informed Weaver and Miller that the demonic invaders-the name for them that humans could most easily pronounce was the ""Dreen""-were a deadly blight across the galaxy, occupying planet after planet after wiping out all native life. Now it would be Earth's turn, unless Weaver and Miller could find a way to close the gateways. If they failed, the less belligerent aliens would face the regrettable necessity of annihilating the entire Earth to save their own worlds. . . ."
189147,"To Your Scattered Bodies Go (Riverworld, #1)",Philip José Farmer,/book/show/189147.To_Your_Scattered_Bodies_Go,220,0.028577067,3.94,Science Fiction,FALSE,25335,"To Your Scattered Bodies Go is the Hugo Award-winning beginning to the story of Riverworld, Philip José Farmer's unequaled tale about life after death. When famous adventurer Sir Richard Francis Burton dies, the last thing he expects to do is awaken naked on a foreign planet along the shores of a seemingly endless river. But that's where Burton and billions of other humans (plus a few nonhumans) find themselves as the epic Riverworld saga begins. It seems that all of Earthly humanity has been resurrected on the planet, each with an indestructible container that provides three meals a day, cigarettes, alcoholic beverages, a lighter, and the odd tube of lipstick. But why? And by whom? That's what Burton and a handful of fellow adventurers are determined to discover as they construct a boat and set out in search of the river's source, thought to be millions of miles away. Although there are many hardships during the journey--including an encounter with the infamous Hermann Goring--Burton's resolve to complete his quest is strengthened by a visit from the Mysterious Stranger, a being who claims to be a renegade within the very group that created the Riverworld. The stranger tells Burton that he must make it to the river's headwaters, along with a dozen others the Stranger has selected, to help stop an evil experiment at the end of which humanity will simply be allowed to die. --Craig E. Engler"
640814,"The Myriad (Tour of the Merrimack, #1)",R.M. Meluch,/book/show/640814.The_Myriad,375,0.102040816,3.76,Science Fiction,FALSE,931,"The Barnes & Noble ReviewR. M. Meluch's first novel in more than a decade, The Myriad, begins a series that is an amalgam of subgenres: military science fiction, space opera, time paradox, and alternate history.On an Earth where the Roman Empire never fell (but instead existed in secret societies for millennia, finally reestablishing itself on the planet Palatine) and is now embroiled in a war against the League of Earth Nations, a much more deadly foe emerges from the darkness of deep space -- the Hive. The governments of Palatine and Earth enter into an uneasy alliance to fight the alien invaders, nondescript antagonists that exist only to consume. While the unified forces try to keep the Hive from destroying human-populated planets, one U.S. battleship, the Merrimack, sets off on a quest to find the Hive's homeworld and take the battle to its source.During the ship's desperate search, the crew of the Merrimack discovers a strange star cluster with three worlds inhabited by sentient beings. After first contact with the amazingly humanoid populace, Captain John Farragut discovers a series of wormholes that could unlock the secrets that could defeat the Hive -- or destroy humankind forever.Vaguely reminiscent of Robert A. Heinlein's Starship Troopers (specifically, the relentless alien antagonists and the over-the-top, gung-ho characters), Meluch's The Myriad is lighthearted, fast-paced fun. While obviously not as intense or controversial as Heinlein's Hugo Award winning classic, this novel will prove thoroughly enjoyable to fans of military science fiction authors like David Weber and David Drake. Paul Goat Allen"
15454,"Refugee (Bio of a Space Tyrant, #1)",Piers Anthony,/book/show/15454.Refugee,320,0.032211538,3.71,Science Fiction,FALSE,4160,"Vol. 1 RefugeeCALIGULA OF THE STARSThough he was later accused of every crime and sexual perversion in the galaxy, Hope Hubris began as an innocent. Because he defended his older sister against the violent lusts of a wealthy scion, Hope and his peasant family were forced to flee Callisto, one of the moons of Jupiter. Pursued by the bloodthirsty scions across the airless desert, they barely escaped with their lives. The illegal space bubble was overcrowded with refugees, all hoping to reach Jupiter for asylum.But the space travelers had not reckoned on the terrible threat of high space-the pirates, barbaric men who rape, rob, and murder, with no thought but to satisfy their bestial appetites. It will take all Hope's ingenuity to survive, but the atrocities he witnesses will never die. There is only one way he can be rid of them . . . REVENGE"
474113,The Outback Stars (The Outback Stars #1),Sandra McDonald,/book/show/474113.The_Outback_Stars,416,0.128701595,3.44,Science Fiction,FALSE,878,"Lieutenant Jodenny Scott is a hero.  She has the medals and the scars to prove it. She's cooling her heels on Kookaburra, recovering from injuries sustained during the fiery loss of her last ship, the Yangtze, and she's bored -- so bored, in fact, that she takes a berth on the next ship out.  That's a mistake.  The Aral Sea isn't anyone's idea of a get-well tour. Jodenny's handed a division full of misfits, incompetents, and criminals.  She's a squared-away officer.  She thinks she can handle it all.  She's wrong.   Aral Sea isn't a happy ship.  And it's about to get a lot unhappier. As Aral Sea enters the Alcheringa -- the alien-constructed space warp that allows giant settler-ships to travel between worlds, away from all help or hope -- Jodenny comes face to face something powerful enough to dwarf even the unknown force that destroyed her last ship and left her with missing memories and bloody nightmares.  Lieutenant Jodenny Scott is about to be introduced to love. Author Sandra McDonald brings her personal knowledge of the military, and of the subtle interplay between men and women on deployment, to a stirring tale that mixes ancient Australian folklore with the colonization of the stars."
76744,Star Trek 1,James Blish,/book/show/76744.Star_Trek_1,136,0.050815558,3.72,Media Tie In,FALSE,1594,"First of a series in which Blish adapted the scripts from theoriginal Star Trek series into novelette format. Included in this volume: Charlie's Law (Charlie X), Dagger of the Mind, The Unreal McCoy (The Man Trap), Balance of Terror, The Naked Time, Miri, The Conscience of the King."
89192,Century Rain,Alastair Reynolds,/book/show/89192.Century_Rain,626,0.047784768,3.91,Science Fiction,FALSE,7471,"Three hundred years from now, Earth has been rendered uninhabitable due to the technological catastrophe known as the Nanocaust.Archaeologist Verity Auger specializes in the exploration of its surviving landscape. Now, her expertise is required for a far greater purpose.Something astonishing has been discovered at the far end of a wormhole: mid-twentieth century Earth, preserved like a fly in amber. Somewhere on this alternate planet is a device capable of destroying both worlds at either end of the wormhole. And Verity must find the device, and the man who plans to activate it, before it is too late—for the past and the future of two worlds…"
45244,Judas Unchained,Peter F. Hamilton,/book/show/45244.Judas_Unchained,827,0.037646254,4.3,Science Fiction,FALSE,26324,"Robust, peaceful, and confident, the Commonwealth dispatched a ship to investigate the mystery of a disappearing star, only to inadvertently unleash a predatory alien species that turned on its liberators, striking hard, fast, and utterly without mercy. The Prime are the Commonwealth's worst nightmare. Coexistence is impossible with the technologically advanced aliens, who are genetically hardwired to exterminate all other forms of life. Twenty-three planets have already fallen to the invaders, with casualties in the hundreds of millions. And no one knows when or where the genocidal Prime will strike next. Nor are the Prime the only threat. For more than a hundred years, a shadowy cult, the Guardians of Selfhood, has warned that an alien with mind-control abilities impossible to detect or resist -- the Starflyer -- has secretly infiltrated the Commonwealth. Branded as terrorists, the Guardians and their leader, Bradley Johansson, have been hunted by relentless investigator Paula Myo. But now evidence suggests that the Guardians were right all along, and that the Starflyer has placed agents in vital posts throughout the Commonwealth -- agents who are now sabotaging the war effort. Is the Starflyer an ally of the Prime, or has it orchestrated a fight to the death between the two species for its own advantage? Caught between two deadly enemies, one a brutal invader striking from without, the other a remorseless cancer killing from within, the fractious Commonwealth must unite as never before..."
18318651,To Honor You Call Us (Man of War #1),H. Paul Honsinger,/book/show/18318651-to-honor-you-call-us,454,0.066985646,4.12,Science Fiction,TRUE,3971,"The Terran Union is engaged in a vast interstellar war against the Krag, ruthless aliens intent on exterminating humankind. In 2315, the wily Max Robichaux is given command of the USS Cumberland, a destroyer with state-of-the-art capabilities but a combat record so bad, she’s known as the “Cumberland Gap.”Capt. Robichaux’s first mission: to take his warship to the Free Corridor, where the Krag have secretly been buying strategic materials, and to seize or destroy any ships carrying enemy cargo. Far from the fleet and under enforced radio silence, Max relies only on his determination and guile…and the support and friendship of his chief medical officer, the brilliant Dr. Sahin.Because even as he deals with the ship’s onboard problems and the stress of carrying out her risky assignment, Max and the doctor discover that the Cumberland and her misfit crew are all that stands in the way of a deadly Krag attack that threatens to end the war—and humanity—once and for all.A far-future story in the tradition of “ships of wood, men of iron” novels, To Honor You Call Us and the Man of War series combines the adventure of exploration, the excitement of war, and the dangers of the unknown through the eyes of a ship and her crew."
13573419,Great North Road,Peter F. Hamilton,/book/show/13573419-great-north-road,948,8.37E-05,4.06,Science Fiction,FALSE,11946,"A century from now, thanks to a technology allowing instantaneous travel across light-years, humanity has solved its energy shortages, cleaned up the environment, and created far-flung colony worlds. The keys to this empire belong to the powerful North family - composed of successive generations of clones. Yet these clones are not identical. For one thing, genetic errors have crept in with each generation. For another, the original three clone ""brothers"" have gone their separate ways, and the branches of the family are now friendly rivals more than allies. Or maybe not so friendly. At least that's what the murder of a North clone in the English city of Newcastle suggests to Detective Sidney Hurst. Sid is a solid investigator who'd like nothing better than to hand off this hot potato of a case. The way he figures it, whether he solves the crime or not, he'll make enough enemies to ruin his career. Yet Sid's case is about to take an unexpected turn: Because the circumstances of the murder bear an uncanny resemblance to a killing that took place years ago on the planet St. Libra, where a North clone and his entire household were slaughtered in cold blood.The convicted slayer, Angela Tramelo, has always claimed her innocence. And now it seems she may have been right. Because only the St. Libra killer could have committed the Newcastle crime. Problem is, Angela also claims that the murderer was an alien monster. Now Sid must navigate through a Byzantine minefield of competing interests within the police department and the world's political and economic elite...all the while hunting down a brutal killer poised to strike again. And on St. Libra, Angela, newly released from prison, joins a mission to hunt down the elusive alien, only to learn that the line between hunter and hunted is a thin one."
840278,"Eon (The Way, #1)",Greg Bear,/book/show/840278.Eon,512,0.027857279,3.86,Science Fiction,FALSE,20964,"The 21st century was on the brink of nuclear confrontation when the 300 kilometer-long stone flashed out of nothingness and into Earth's orbit. NASA, NATO, and the UN sent explorers to the asteroid's surface...and discovered marvels and mysteries to drive researchers mad.For the Stone was from space--but perhaps not our space; it came from the future--but perhaps not our future; and within the hollowed asteroid was Thistledown. The remains of a vanished civilization. A human--English, Russian, and Chinese-speaking--civilization. Seven vast chambers containing forests, lakes, rivers, hanging cities...And museums describing the Death; the catastrophic war that was about to occur; the horror and the long winter that would follow. But while scientists and politicians bickered about how to use the information to stop the Death, the Stone yielded a secret that made even Earth's survival pale into insignificance."
18889230,"Odyssey One (Odyssey One, #1)",Evan Currie,/book/show/18889230-odyssey-one,586,0.058929173,4.04,Science Fiction,FALSE,8909,"Beyond the confines of our small world, beyond the well of our star, lies a galaxy, and universe, larger and more varied than any of us can imagine. Assigned the task of blazing man's first trail into that great unknown, Captain Eric Weston and the crew of the NAC Odyssey launch on a mission destined to make history.Past the bounds of comfort, they encounter horrors and wonders beyond their imagining, with people and monsters beyond reckoning.Odyssey One is the first voyage of the NAC Odyssey and its crew, and the beginnings of a Military Science Fiction Epic that combines both old school space opera, and modern storytelling in one great, exhilarating adventure.Odyssey One is a 150,000 word novel."
139986,"The Snow Queen (The Snow Queen Cycle, #1)",Joan D. Vinge,/book/show/139986.The_Snow_Queen,448,0.03658766,3.96,Science Fiction,FALSE,10632,"This reissue of a modern classic of science fiction, the Hugo and Locus Award-winning and Nebula-nominated The Snow Queen, marks the first time the book has been reprinted in fifteen years.The imperious Winter colonists have ruled the planet Tiamat for 150 years, deriving wealth from the slaughter of the sea mers. But soon the galactic stargate will close, isolating Tiamat, and the 150-year reign of the Summer primitives will begin. Their only chance at surviving the change is if Arienrhod, the ageless, corrupt Snow Queen, can destroy destiny with an act of genocide. Arienrhod is not without competition as Moon, a young Summer-tribe sibyl, and the nemesis of the Snow Queen, battles to break a conspiracy that spans space. Interstellar politics, a millennia-long secret conspiracy, and a civilization whose hidden machineries might still control the fate of worlds all form the background to this spectacular hard science fiction novel from Joan D. Vinge."
525006,The Weapon Makers,A.E. van Vogt,/book/show/525006.The_Weapon_Makers,186,0.022875817,3.84,Science Fiction,FALSE,1224,"Following the success of the stories that formed The Weapon Shops of Isher, van Vogt wrote the novel, The Weapon Makers, in 1943, to enlarge the story of human immortality, the conflict between a controlling government, The House of Isher, the mysterious Weapon Shops and man's place in the universe. The promise of the Weapon Shops' slogan, The Right to Buy Weapons is the Right to Be Free, is described thus: ""Many of these weapons still carried the old names. “Guns” they were called, or “revolvers,” or “rifles,” but there the resemblance ended. These “guns” did not shoot bullets, they discharged energy in many forms and quantities. Some of them could kill or destroy at a thousand miles if necessary, and yet they were controlled by the same sensitive elements as the Weapon Shop door. Just as the door refused to open for police officers, Imperial soldiers or people unfriendly to the Shops, so these guns had been set to fire only in self-defense, and against certain animals during open season. They also had other special qualities, particularly as to defense and speed of operation."" "
15839976,"Red Rising (Red Rising, #1)",Pierce Brown,/book/show/15839976-red-rising,382,0.000113018,4.26,Science Fiction,TRUE,159267,"""I live for the dream that my children will be born free,"" she says. ""That they will be what they like. That they will own the land their father gave them.""""I live for you,"" I say sadly.Eo kisses my cheek. ""Then you must live for more.""Darrow is a Red, a member of the lowest caste in the color-coded society of the future. Like his fellow Reds, he works all day, believing that he and his people are making the surface of Mars livable for future generations.Yet he spends his life willingly, knowing that his blood and sweat will one day result in a better world for his children.But Darrow and his kind have been betrayed. Soon he discovers that humanity already reached the surface generations ago. Vast cities and sprawling parks spread across the planet. Darrow—and Reds like him—are nothing more than slaves to a decadent ruling class.Inspired by a longing for justice, and driven by the memory of lost love, Darrow sacrifices everything to infiltrate the legendary Institute, a proving ground for the dominant Gold caste, where the next generation of humanity's overlords struggle for power. He will be forced to compete for his life and the very future of civilization against the best and most brutal of Society's ruling class. There, he will stop at nothing to bring down his enemies... even if it means he has to become one of them to do so."
116171,Metaplanetary,Tony Daniel,/book/show/116171.Metaplanetary,530,0.071625344,3.89,Science Fiction,FALSE,363,"The human race has extended itself into the far reaches of our solar system -- and, in doing so, has developed into something remarkable. The inner system of the Met -- with its worlds connected by a vast living network of cables -- is supported by the repression and enslavement of humanity's progeny, nanotechnological artificial intelligences whom the tyrant Amés has declared non-human. But the longing for freedom cannot be denied. And now a line has been drawn at Neptune's moon Triton, where those who oppose Ame's and hisfearsome minions await the foretold return of a mysterious man of destiny and doom who has vanished into the backwater of the Met. But resistance will only ensure the unspeakable onslaught of the dictator's wrath -- a rage that will soon ravage the solar system and plunge all of humankind into the fury of total war."
392566,"The Space Merchants (The Space Merchants, #1)",Frederik Pohl,/book/show/392566.The_Space_Merchants,186,0.05416822,3.87,Science Fiction,FALSE,8049,"An alternate cover edition can be found here.It is the 22nd Century, an advertisement-drenched world in which the big ad agencies dominate governments and everything else. Now Schoken Associates, one of the big players, has a new challenge for star copywriter Mitch Courtenay. Volunteers are needed to colonise Venus. It's a hellhole, and nobody who knew anything about it would dream of signing up. But by the time Mitch has finished, they will be queuing to get on board the spaceships.Biographical NotesPohl and Kornbluth started writing together as early as 1940, although both authors produced a wide variety of stories separately, under their own names and pseudonyms.Each wrote sections, starting where the other left off, and through long experience they developed an almost telepathic awareness of each other's intentions."
422452,Against a Dark Background,Iain M. Banks,/book/show/422452.Against_a_Dark_Background,480,0.028880037,4.1,Science Fiction,FALSE,13054,"She came from one of the more disreputable aristocratic families.Sharrow was once the leader of a personality-attuned combat team in one of the sporadic little commercial wars in the civilization based around the planet Golter. On an island with a glass shore - relic of some even more ancient conflict - she discovers she is to be hunted by the Huhsz, a religious cult which believes she is the last obstacle before their faith's apotheosis. She has to run, knowing her only hope of finally escaping the Huhsz is to find the last of the ancient, apocalyptically powerful but seemingly cursed Lazy Guns. But that is just the first as well as the final step on a search that takes her on an odyssey through the exotic Golterian system and results in both a trail of destruction and a journey into her own past, as well as that of her family and the system itself; a journey that changes everything.Note: An epilogue by Ian M. Banks written 1994 can be found on http://www.culturelist.org/cdr/articl..."
218693,The Stardance Trilogy (#1-3),Spider Robinson,/book/show/218693.The_Stardance_Trilogy,NA,0.028,4.12,Science Fiction,FALSE,250,"Three novels complete in one volume. Stardance: Shara Drummond was a gifted dancer and a brilliant choreographer, but could not pursue her dream of dancing on Earth, so she went to space, creating a new art form in three dimensions. And when the aliens arrived, there was only one way to prove that the human race deserved not just to survive, but to reach the stars. The only hope was Shara, with her stardance. Starseed: Years later, another dancer of genius faced the end of her career when her body failed her, and Rain McLeod followed Shara into space. If she joined with a symbiotic lifeform that would let her live without artificial protection in the vacuum of space, she would take a quantum leap in human evolution. Starmind: Rand Porter has been offered the job of a lifetime, as a shaper of visual effects and music for the world's most famous zero-gravity dance company in High Orbit. But his beloved novelist wife Rhea Paixao has her roots sunk deep in the Earth, in her beloved Cape Cod. And as they wrestle with their private dilemma, bizarre things-small miracles-are beginning to occur everywhere on Earth and throughout the entire Solar System. The human race-and its evolutionary successors, the space-dwelling Stardancers-find themselves approaching the terrifying cusp of their shared destiny, an appointment made for them a million years ago, a make-or-break point beyond which nothing, anywhere, can ever be the same again."
4332905,"The Seeds of Earth (Humanity's Fire, #1)",Michael Cobley,/book/show/4332905-the-seeds-of-earth,400,0.08507406,3.41,Science Fiction,FALSE,2633,"The first intelligent species to Earth attacked without warning, and only three colony ships escaped. 150 years later, planet Darien hosts humans at peace with indigenous scholarly Uvovo. Buried on the forest moon are secrets of an epic battle between ancient races. In a galactic war, what will Uvovo choose, when their nature is revealed, and the enemy comes?"
192528,The Icarus Hunt,Timothy Zahn,/book/show/192528.The_Icarus_Hunt,457,0.06783115,4.11,Science Fiction,FALSE,3435,"Smuggler Jordan McKell has partner Ixil, an alien whose two ""ferrets"" ride his shoulders and telepathically exchange simple messages. They take a job on the odd-shaped ship Icarus. But the ragtag crew was found at taverns, the secret cargo sealed tight, the employer missing, and a saboteur is aboard. After a beautiful crew member helps uncover the nature of their cargo for Earth, Jordan suspects they are in a vast conspiracy set to change human history. Unfortunately, he's right."
432161,Star Smashers of the Galaxy Rangers,Harry Harrison,/book/show/432161.Star_Smashers_of_the_Galaxy_Rangers,212,0.074198988,3.58,Science Fiction,FALSE,593,"The wild, galaxy-hopping adventures of brash young scientists Jerry Courtenay and Chuck van Chider are at the core of this classic space opera. When the two college students develop a faster-than-light space drive in their homemade workshed, they decide to sneak it aboard their football team's airplane as a prank. The boyish plan backfires, however, and the boys find themselves, along with their crush Sally and the seemingly loveable school caretaker, Old John, hurtling through the solar system towards Titan—an icy moon of Saturn inhabited by hideous ice creatures. Titan and the 20th century are only square one as the foursome becomes embroiled in a vast, intergalactic, century-jumping battle."
176407,"A Confederation of Valor (Confederation, #1-2)",Tanya Huff,/book/show/176407.A_Confederation_of_Valor,624,0.042741341,4.19,Science Fiction,FALSE,1357,Staff Sergeant Torin Kerr's goal is to keep both her superior officers and her troops alive as they face deadly missions throughout the galaxy. She more than proves her mettle when a diplomatic assignment and a scientific expedition both turn dangerous.
33290344,The Alliance (The Evox Chronicles #1),Chris G. Wright,/book/show/33290344-the-alliance,NA,0.605263158,4.29,Science Fiction,FALSE,38,"
   Alternate and final cover for [ASIN B01N3MBHGU]
The Alliance lays the groundwork for a 6-volume science fiction series, combining both space opera and post-apocalyptic elements of Earth's thrilling journey from dystopia to utopia to interstellar travel and space colonization, and the evolution of diverse societies—some human, some not—across the centuries, all in the shadow of a galactic menace. Short SummaryIndividuals from different walks of life—and regions of the Milky Way—go head to head with an alien tyrant and his conquest, unaware that they have become pawns of omniscient entities and drawn into an elaborate ploy of universal proportions.Long SummaryEarth's greatest military powers have been crushed to a shadow of their former glory. Invasion has plagued entire continents, throwing surviving societies into turmoil, famine, disease. Mankind's legacy has been reduced to ruins of rubble and rust. The future seems bleak for the isolated pockets of resistance, and what lurks in the skies will not rest until it has claimed every single one.But all is not lost for the despairing humans. In the infinitude of the universe, there may be hope, so long as humans can learn to trust those who claim responsibility for this calamity, who claim their rescue plan will rock the very foundations of both worlds. Nearing extinction, do they have a choice?Salvation rests on the shoulders of two men who are more than what they appear: Ethan Alexander Colt is a resistance fighter expected to make the ultimate sacrifice; the other is the tormented Cpt Donovan Ford, who must conquer his ghosts and embrace his destiny as a soldier.Outnumbered and outmatched, two species will have to depend on the Conduits, ancient combat suits once operated by the infamous Scientists. But humans were designed with flaws, and Ethan and Donovan are no different. Will they see beyond their own aspirations and fight for the greater good? Or will they threaten the endurance of the Galactic Alliance and stability of the cosmos?"
38651082,"Dawn Among the Stars (The Starless Series, #1)",Samantha Heuwagen,/book/show/38651082-dawn-among-the-stars,338,0.333333333,4.83,Science Fiction,FALSE,24,"Set against the backdrop of intergalactic politics and war, Dawn Among the Stars follows the stories of three Humans as they struggle to understand the universe on a cosmic scale.Kayin has a rough start when the Shielders, a potential alien ally for Earth, come out of hiding and into the public consciousness. Not only does their very existence cause her trouble, her panic attacks threaten to derail her everyday life. Can she overcome her mental health issues or will she be swallowed up in a political mess?As for Henry Rickner, he wishes he could take back all of his mistakes in life, starting with his choice to leave Kayin. Yet he finds himself within the chaos of war as he tries to reunite with those he holds dear.Melissa Pebbles only has one goal: to keep her family safe during the attack. She will do anything to make sure she and her family make it through whatever challenges are thrown their way. While Melissa fights to keep her family alive, she learns that family is more than just blood.Can these three work with the Shielders to save Earth or will they lose the only home they’ve ever known?"
29088348,Exordium of Tears,Andrew P. Weston,/book/show/29088348-exordium-of-tears,NA,0.125,4.38,Science Fiction,FALSE,48,"Fight or Die… Victorious in a star-flung battle against the inhuman Horde, Earth’s fabled 9th Legion of Rome; the U.S. 5th Company’s 2nd Mounted Rifles; and a Special Forces anti-terrorist team settle on Arden, their adopted planet, to raise families and live in peace. But soon, state secrets are revealed: The greatest of the inhuman Horde didn’t join the battle, but yet lurk among Arden’s outer colonies, posing a grave threat. Humanity’s Ardenese defenders send a flotilla of ships to far Exordium, the world where the Horde outbreak began, with orders to reclaim the outer colonies… Exordium . . . where the Horde awaits . . . where the cream of Arden’s fighting force must engage this adversary of unrivaled power… As worlds are sundered, suns destroyed, and star systems obliterated, a universal conflict proves again that… Death is only the beginning of the adventure."
