,goodreadsID,title,authors,hyper,pageCounts,proportion_text_reviews,average_rating,genreVoted,hasAward,total_ratings,book.descriptions
1480,21176260,Philistine,Steven Shrewsbury,/book/show/21176260-philistine,445,0.6,4.3,NA,FALSE,10,"The Philistines, a mysterious warrior people known now for mainly one man: Goliath. The giant. Goliath. A name grander than even the man himself. You've heard of his infamous end at the hands of a shepherd as written in a famous book, but what of the life of the man himself? What book tells his tale? A warrior among warriors, a son of a god, a living legend. Goliath, the warrior champion of the Philistines. On the battlefield, he runs like a horse, wields killing instruments no normal man may heft, and revels in the fear his presence evokes. Off the field, his will is immutable, his trust invaluable, and his appetites unbearable. Goliath. This man knows no challenge. But such a reputation will not discourage all men. Scheming rulers and generals, prophetic priests and powerful cults, dauntless warriors looking to make their own legend. Monsters. Gods. For one seemingly unkillable, at the very least, these things can ruin an otherwise pleasant day. Along with his shield bearer, Abimelech, and soldiers more in awe than they are useful, Goliath will set out on missions for kings, face foul magic users, and walk in the shadows of mysterious halls. History tells us Goliath died at the hands of an Israelite. Goliath may have something to say about that. Philistine is the first Tale of Goliath, set in the same world as Steven Shrewsbury's novels such as Overkill and Thrall, and his Blood and Steel: Legends of La Gaul short stories."
1481,23236382,Buan: The Perfect Mortals,Reece Bridger,/book/show/23236382-buan,452,0.468085106,4.15,Fantasy,FALSE,47,"During a ceasefire of a war that has taken more lives than could be considered just, there are shadows of betrayal and deceit lurking in the rays of the morning sun. Something is lingering on the horizon, and it's hell-bent on destruction, despair and death.Whatever it may be, it's driven the Goddess to some very desperate measures.Life for the Harmon siblings has been hard enough, but now they face responsibilities that they never asked for. They never asked for power. They never asked for a world of monsters. They never asked to come face-to-face with demons, the corrupted of their own people, or their own mortality.But that is just what they will have to do. They are the chosen heroes of Cornelia, the final hope for order and sanity, the last line of defence against the darkness.They are the Buan."
1482,23508588,"The Parallel Place (Habitan, #1)",Cheryl Skory Suma,/book/show/23508588-the-parallel-place,322,0.444444444,4.61,Fantasy,FALSE,18,"Melissa, Michael and Annabelle were each separated from their parents as infants. Our story begins where they now live, together in an orphanage in northern Canada in the 1600's. Discovering a strange kinship, they have become true friends, and support one another. But why do they feel they are meant to be somewhere else? Is this where they truly belong?Then a mysterious event occurs, transporting them to another land called Habitan, a magical place where anything and everything is possible if you believe and strive hard enough. In Habitan, sorcery, magic, and powers 'of the mind' abound. Animals talk, and the spirit of the woods is alive. While in Habitan, the children join forces with three animal guides, encounter a wicked sorceress named 'Oskana', and embark on an adventure to discover their true heritage and destiny. Can they develop their innate powers and magical gifts soon enough to protect themselves and to help the Good of Habitan? Will they be reunited with their parents again? Who can they really trust? How can they save Habitan from the tyranny of Oskana's rule? Finally, how do the events on Habitan affect the Parallel Place, the 'earth' they grew up on? The children discover that they may be Habitan’s last hope for salvation from the evil sorceress Oskana. They face challenges and surprising twists along the way, all while also developing their own innate gifts and magic. As they begin the path to finding their own inner strength, they learn how to face unbearable odds with determination and courage, standing up for what is right despite the possible personal costs. Inspiration for the Habitan Series by Cheryl Skory Suma:The author’s children grew up enthralled with their mother’s bedtime stories. Then came the question, “Mommy, could you write me a longer story?”. The Habitan Series grew out of these imaginative bedtime stories and the author promises continued plot twists, surprises and new mysteries along the way in this four book series. A proud Canadian, Cheryl has a multi-cultural background that includes not only Canadian settlers of various European descent, but also one-quarter Cree Indian/Inuit mix from her maternal grandmother. Her grandmother’s spirit and grace were inspirational to the creation of this story and the use of Cree as the basis for the magical language of Habitan. The scenery and animals behind the story were drawn from the naturally varied and beautiful landscape of Canada.Resources for Teachers, Librarians and Book Clubs:Chapter questions and discussion notes can be found on the Habitan Series website, www.HabitanBooks.com ."
1483,18810126,Crave (The Grigory Celestial Chronicles #1),A.J.  James,/book/show/18810126-crave,467,0.75,4.58,Business,FALSE,12,"An alternate title/cover edition can be found here.The carnal appetites of the disgraced warrior Watcher Angels devastated the world many millennia ago - inviting deadly chaos and carving a bloody, brutal stain into human history. And an extraordinary love that dares to transcend the boundaries of time.Arma’ros is one of the very first ‘fallen ones’. Tormented by his separation from Divine grace, his fierce, unsanctioned love for a human woman has him determined to somehow right the damage he and his Grigori brothers have wrought upon the Earth, to protect the innocents affected by their actions - even defying lethal Divine edict to do so. Zoe possesses a ‘gift’ no other being on Earth has - the ability to track down the feared and little understood Nephilim, the offspring and descendants of the Watchers. Her unique talent has made her an unknowing target in this life and in the past, attracting the unwelcome, deadly attention of Dark Celestials.Their agonizing past must be revisited to expose startling revelations – unimaginable prophecies, secret motives and twisted agendas of Celestials and humans that have been concealed since the beginning of time. Together, Zoe, Arma’ros must locate both the Nephilim offspring and the last Enochian Key to prevent them from falling into the enemy’s grasp, the Key that will either unlock the Song of limitless Divine potential – or unleash the complete destruction of our Earth."
1484,23400620,Odes,Michael Arthur Bucko,/book/show/23400620-odes,164,0.388888889,4.72,Philosophy,FALSE,18,"“Every life is a carrier of great beauty, but we need to wake it,” the genie told the boy who traveled in time and space to discover the true self. “There are no coincidences. When a big plan of the universe eludes us, we should try to understand who we are.”Odes is a magical story about creating meaning in life. We travel in time and space, and learn together with great minds. Magnificent truths are clothed with a bit of a purple abstraction. Color is mixed with emotion, shape is mixed with the invisible. Big things are shown in a simple way. It is a play of imagination.The universe in Odes is remarkably colorful. It all takes place in the magical kingdom of Odes. Benjamin, the Learner, travels throughout the universe to change himself and the hearts of others. He has to prove his courage to understand great truths in abstract and mysterious ways. He meets giants and sorcerers, fairies and monks. He needs to realize what truly matters in life."
1485,23661075,"The Watcher's Keep (The Triadine Saga, #1)",Timothy Bond,/book/show/23661075-the-watcher-s-keep,NA,0.372093023,4.02,Fantasy,FALSE,43,"In this Epic Fantasy, a young boy and girl are thrown into a battle that will change their destiny forever. Elves, dwarves, dragons, wizards, humans and more are bound together in conflict, love, paranoia, and power struggles with the world in the balance.The Watchers long ago abandoned their sworn duty to monitor and suppress the powers of Khollaran, an evil wizard, locked away in a distant prison at the end of the First Age. As his power grows, an ancient and dire prophecy appears to be coming true.The Guardians take actions to try to stop the Dark Wizard, putting young Peter and Alexandra in the middle of the greatest conflict since the Breaking of the World.As The Children of the Prophecy, the twins will be tasked with a near impossible quest to recover the pieces of the fabled Triadine and unite the races in a battle to destroy the growing evil, without destroying the world in the process.Book 1 of The Triadine Saga"
1486,23629677,Poems of Varsian Lore: Chronicles of the Varsian Kingdom,Jason Hein,/book/show/23629677-poems-of-varsian-lore,34,0.4,4.2,NA,FALSE,5,Poems of Varsian Lore is a short book poetic historical accounts from the fantasy world of the Varsian Kingdom. Each poem starts with an introduction into the lore of the world and flows on with verse and rhyme.
1487,3012206,"El espíritu del mago (Saga de Tramórea, #2)",Javier Negrete,/book/show/3012206-el-esp-ritu-del-mago,712,0.053731343,4.19,Fantasy,FALSE,335,"Dos años después de conquistar la Espada de Fuego, Derguín Gorión, el nuevo Zemalnit, se encuentra refugiado en la ciudad de Narak y vive obsesionado por el recuerdo de Mikhon Tiq, su amigo y aprendiz de mago, que perdió su espíritu en combate con el hechicero Ulma tor y cuyo cuerpo fue petrificado y abandonado en las selvas de la Sierra Virgen. Su anhelo es recuperar el cuerpo de su amigo y rescatar su espíritu, pero también debe luchar contra las pesadillas que le advierten que Togul Barok, su gran rival en la lucha por la Espada de Fuego, no ha muerto. Pero Tramórea vive momentos convulsos: en el norte, la caída de un meteorito está envenenando todas las tierras de cultivo, y en el sur los temibles guerreros Aifolu han encontrado un nuevo caudillo en el Enviado, el mesías de un dios que no puede ser nombrado y que amenaza con hundir el mundo en un baño de sangre y de sacrificios humanos. En el camino del nuevo dios se va a cruzar Darkos, un adolescente que consigue huir de la destrucción de la ciudad de Ilfatar e irá a la búsqueda de su padre, un guerrero del que sólo conoce el nombre: Kratos May. El destino unirá las sendas de Deguín y Darkos, que deberán rescatar a Kratos de su más temible enemigo y juntos emprender la lucha final contra las hordas del Dios Loco y evitar que el mundo caiga bajo un nuevo reinado de terror y tinieblas."
1488,23345733,"Kingdom Beyond the Rim (Saga of Magiskeep, #1)",Jean E. Dvorak,/book/show/23345733-kingdom-beyond-the-rim,NA,0.047619048,3.52,Abandoned,FALSE,42,"Bred by Magic, born by Magic, blessed by Magic, and cursed by Magic, Jamus seeks his destiny in the enchanted realm of Magiskeep. There, in a world reflecting our own where the sun rises in the west, the young Magician must face a tormenting nightmare and the dangerous ambition of Sagari, the powerful Master of Magiskeep. On his journey of self-discovery, Jamus travels from the Way of Mirrors, to the illusion-filled mountains of the Rim and into the mortal lands of Turan's Provinces. Along the way, he encounters lords and commoners, Sorcerers and Seers. The world opens before him in the inescapable prophecies of Turan's Way as the turbulent waters of Magic's River sweep him along on an epic adventure."
1489,13211723,"The Red Knight (Akurite Empire, #1)",Samuel Z. Jones,/book/show/13211723-the-red-knight,NA,0.125,4.25,Fantasy,FALSE,16,"The great hero Kam Daishen lies dead; taking his name and armour, a young woman sets out to complete the slain knight's quest.For twenty years, civil war has wracked the Darician Plateau; now the armies of the Empress Kaesa stand poised to seize victory. From the smoke of war comes a rebel champion, Sabra Daishen, sworn to the quest and guided by the ancient spirit of a warrior whose armour she wears.To overcome the legions of the mad empress, Sabra must unite the rebel factions; accompanied by the old sword-diva Meridian Charn and the beastman archer Menalowen, Sabra sets out to raise an army.But behind the imperial legions stands the Empress herself, a woman possessed of dark sorcery and supported by inhuman allies. To win victory on the battlefield, Sabra must first defeat the demons of her past to become more than a knight, and master the spiritual powers of a paladin."
1490,23874411,"First Contact (Aoleon The Martian Girl, #1)",Brent LeVasseur,/book/show/23874411-first-contact,94,0.705882353,3.99,Fantasy,FALSE,153,"Crop circles magically appear in Farmer Johnson’s field. A mysterious light sweeps over the night sky and awakens Farmer Johnson and Gilbert, the boy next door.Curious, Gilbert ventures out to discover the source of the light and stumbles into a beautiful Martian girl sitting in a crop circle. Farmer Johnson also investigates the strange light, and thinking that Gilbert and Aoléon are vandals, he chases them. But they sprint to Aoléon’s saucer and escape only to be pursued by the U.S. Air Force.Gilbert has never been attacked by swarms of giant killer robots. Never met strange aliens from other worlds. Never skyboarded across a megalopolis hidden deep inside an extinct volcano. Never trekked across a vast Martian desert. And never been eaten alive by a gigantic slor (well, almost never, unless you count Billy the fat bully at school).And luckily, he has never ever confronted an evil ruler of Mars bent on conquering the Earth to steal its cows.Never...until now!This may be the adventure Gilbert always wished for.If only he can survive.Join Gilbert and Aoleon in this exciting middle-grade science fiction and fantasy adventure!"
1491,10560199,"Dragons of the Watch (Valley of the Dragons, #3)",Donita K. Paul,/book/show/10560199-dragons-of-the-watch,400,0.074226804,4.25,Fantasy,FALSE,485,"Trapped in a forgotten city, bound by secrets, Ellie and Bealomondore must enlist the dragons of the watch to find freedom.Ellie knows exactly where she is going. She just wants to experience the pomp and circumstance of a royal wedding, then settle into a simple life with a country husband.With too many choices, Bealomondore’s future is a tangle of possibilities. He is respected, well-known, and admired among the elite of Chiril, but Wulder demands he narrow his focus and follow his Creator, one step at a time.Both Ellie and Bealomondore’s plans are thwarted when they find themselves lost in an isolated city. As they discern the needs of a group of wild children and a very old man, clues began to surface and a bigger picture is revealed. With the help of the dragons of the watch, can the two tumanhofers find the way out—and perhaps discover their connection to something greater than themselves?"
1492,24769748,The Brave and the Dead,Dave    Robertson,/book/show/24769748-the-brave-and-the-dead,227,0.5,4,Heroic Fantasy,FALSE,10,"In the far northern kingdoms, an evil army gathers, the finest warriors of history resurrected to take over the land. A farmhand named Gahspar finds himself squarely in their path. With one hand deformed since birth, Gahspar has never been able to use a sword and shield, but as the skeleton army sweeps across the land, Gahspar must find a way to help save his homeland."
1493,21911479,The Vallyn (Vallyn #1),James   Quinn,/book/show/21911479-the-vallyn,796,0.5,5,Fantasy,FALSE,2,"Seven Vallyn walk the world, gifted in unique ways. Strength is augmented. Skills are sharpened. Desire grows into reality. When they stand united, the world is bent to their purpose. Divided, the world burns in chaos, even as the seven are drawn inexorably and violently together. The gift can never be taken, only freely given—through conscious choice…or in death. The power to save or to destroy is at their fingertips. Atonement for heinous crimes will drive one to surrender his gift and to depart the Vallyn. The mantle will be cast off. And now it is Soren’s turn to pick it up…"
1494,23718244,A Dance of Dragons: Series Starter Bundle,Kaitlyn Davis,/book/show/23718244-a-dance-of-dragons,NA,0.08778626,4,Fantasy,FALSE,1048,"An ancient evil awakens. Three unlikely heroes rise. An age of myth is reborn. Try the A DANCE OF DRAGONS series today, perfect for fans of Throne of Glass, Graceling and Game of Thrones! This bundle includes the prequel novella, The Golden Cage, as well as the first full-length novel, The Shadow Soul. ~~~THE GOLDEN CAGE (A Dance of Dragons #0.5)In the land of Ourthuro, cruelty is a way of life. The king rules with an iron fist and no one dare defy him--no one except his daughter. Princess Leena is keeping a dangerous secret, she has fallen in love with a soldier and it would mean both of their lives if her father ever discovered their affair.But Leena will risk it all to be with the man she loves--her heart, her life, her freedom. And when her brother's birthday celebration takes a dangerous turn, Leena is forced to make a decision that will change the fate of her nation and eventually the world.THE SHADOW SOUL (A Dance of Dragons #1)When Jinji's home is destroyed, she is left with nowhere to run and no one to run to--until she meets Rhen, a prince chasing rumors that foreign enemies have landed on his shores. Masquerading as a boy, Jinji joins Rhen with vengeance in her heart. But traveling together doesn't mean trusting one another, and both are keeping a deep secret--magic. Jinji can weave the elements to create master illusions and Rhen can pull burning flames into his flesh.But while they struggle to hide the truth, a shadow lurks in the night. An ancient evil has reawakened, and unbeknownst to them, these two unlikely companions hold the key to its defeat. Because their meeting was not coincidence--it was fate. And their story has played out before, in a long forgotten time, an age of myth that is about to be reborn..."
1495,23628241,Leyendas de la Tierra Límite: las Tierras Blancas,Ana Gonzalez Duque,/book/show/23628241-leyendas-de-la-tierra-l-mite,1,0.314285714,3.57,Fantasy,FALSE,70,"Hace años, muchos antes de que Aïa, la Elegida, partiera de la Torre de Piedra en busca de ayuda para intentar curar a la Sanadora Mayor, los Oscuros invadieron las Tierras Blancas. Las Sanadoras unieron, entonces, su poder en el Aura, un escudo que consiguió hacerlos retroceder más allá de las Montañas Oscuras, dividiendo el territorio en dos franjas separadas por la Tierra Límite. Allí, la raza Physii y los Guerreros del Alba unen hoy en día sus fuerzas para mantener libres de oscuridad las Tierras Blancas. Pero la enfermedad de la Sanadora Mayor amenaza con quebrar este equilibrio. La única solución parece estar, inexplicablemente, en un muchacho que trabaja como cocinero y que responde al nombre de Guil de Merabal"
1496,24129803,"Fantasy of Frost (The Tainted Accords, #1)",Kelly St. Clare,/book/show/24129803-fantasy-of-frost,400,0.082631459,4.23,Fantasy,FALSE,4393,"I know many things. What I am capable of, what I will change, what I want to become. But there is one thing I will never know.Being the Tatuma of our world, the next to rule, should have given me a privileged life. One full of friends, love and happiness. If my mother did not hate me, I probably would have had all of that. Instead, she has kept me veiled from birth, turning the possibility of this distant dream into a living nightmare.Shunned by the court, abused from childhood, I am trapped within this material barrier and will never know my own face. Only two friends and a determination to become Tatum keep me sane.I am unaware everything in my life is about to change when the peace delegate arrives from the savage world of Glacium. Hidden agendas, past secrets and my struggle to stay alive–while still becoming the person I want to be–careen wildly out of control"
1497,24979344,"Gifted (The Guardians Saga, #1)",Mylan Allen,/book/show/24979344-gifted,374,0.066666667,3.59,Comics,FALSE,75,"ARION ZIMMERMAN is a naïve, average teenage boy with unlikely charm and a big heart. He’s also the son of the two greatest superheroes on the planet. When his abilities emerge on his 15th birthday, his life changes for the better. Now armed with super strength, speed, senses and more, he decides to follow in his parents’ footsteps and become TITAN, the young superhero that will revolutionize a generation.LUCIAN LIEBER is a teenager that’s no different from you or me. He only has one minor difference. He’s a god. After being granted the manipulation over Energy, Time and Space by ancient beings, he finally turns his life into what he always wanted it to be…a real-life comic book. He takes on the superhero identity of QUANTUM while not only battling supervillains, but dealing with the unbelievable truth behind his parents' death.JASMINE ROLAND is your typical, sassy, beautiful teenage girl. When she was eight, she discovered that she had abilities that the other kids didn't have. She didn't think much of it…until now. When her father comes back into her life, she begins to question what path she must follow. Now equipped with magical powers and an attitude problem, she becomes known as CIRCE, the enchanting sorceress, a superheroine with a complicated past that will make or break her relationships.Together, They Are the Guardians!"
1498,25045416,The Shard,Ted Cross,/book/show/25045416-the-shard,526,0.34375,4,Fantasy,FALSE,32,"A dying king. A mysterious invader. The seer's vision was clear: find the lost shard from the Spire of Peace or the realm would drown in blood.The problem: eight hundred years ago the elven hero Kathkalan took the shard with him into the lair of the most vicious dragon ever known to mankind...and he never returned.Reluctantly drafted to lead the quest is the minor noble Midas, torn between his duty to the realm and the desire to protect his sons. With an unlikely band of heroes, including two elderly rangers and a young tinker's son, Midas must risk losing everything he loves if he is to locate the shard and save the Known Lands."
1499,23668418,"Chronicles of the Nocturnal Forest (Stories of the Fairy of my Dreams, #1)",Vanessa Kings,/book/show/23668418-chronicles-of-the-nocturnal-forest,1,0.875,3.95,Fantasy,FALSE,40,"Melanie is living an ordinary, boring life when one night she is transported in her dreams to the Kingdom of Astebeth. Night after night, the fairy of her dreams will tell her the stories of the inhabitants of the Kingdom, its town, and the magical Nocturnal Forest nearby. A forest full of magical creatures where the impossible can happen. Soon, she comes to suspect that her dreams may not only be dreams after all. Follow her on her incredible journeys that will take her to magical places and beyond Earth itself to discover the magical secret of the Nocturnal Forest in the first part of The Fairy of my Dreams trilogy."
1500,23270839,La piedad del primero,Pablo Bueno,/book/show/23270839-la-piedad-del-primero,576,0.361904762,4.23,Fantasy,FALSE,105,"Eran niños. Los arrancaron de los brazos de sus padres cuando tenían cuatro años. Los arrojaron al Monasterio. Los adiestraron en el uso de la espada y otras artes más sutiles pero igualmente letales. Lo hicieron de un modo tan salvaje que la mayoría pereció.Solo quince sobrevivieron. Quince jóvenes que recibieron más dolor, más heridas, más brutalidad. Quince jóvenes que ignoraban el propósito de su sufrimiento. Quince que no sabían que había uno distinto entre ellos.Cuando los dejaron salir habían cambiado. Habían olvidado su pasado y el amor de sus padres. Habían perdido las dudas y el miedo. Estaban preparados para enfrentarse a todo.Excepto a la verdad."
1501,24779487,Iron and Blood (Iron Kingdom Saga #1),Brad Farley,/book/show/24779487-iron-and-blood,NA,0,5,Fantasy,FALSE,10,"The Iron Kingdom: a half-mythical land conquered by barbarians an age ago, celebrated in songand legend. Here is a land of contrasts as beauty and savagery collide. The north-men, now savages no more,struggle to leave their brutal past behind as they strive to become more civilized and find peace. Yet, itremains a land of conflict ruled over by the Iron King, a mighty ruler, who is himself something of a legend.However, the king has grown old and the sun is setting on the days of his saga.Shadows grow long in the south, and Lord Garyth, a nobleman of doubtful lineage and agent of the crown isreturning home. A celebrated warrior within the Iron Kingdom, Garyth is eager to get back to his home andfamily. However, he has discovered a shadowy plot that threatens the kingdom. Countless orcs gather underone banner in the mountains, their hungry eyes looking north, while worse creatures join them. War looms onthe horizon, as some dark will seems to watch on in ravenous anticipation. To survive, the men of iron mustonce again fight against a seemingly overwhelming tide of darkness. However, this fight is not for land orwealth, this battle will be for their very survival."
1502,22663390,Remains,Belle Antoinette,/book/show/22663390-remains,390,0.3,4.2,Young Adult,FALSE,20,"“What kind of monster are you?” Most believe supernatural beings to only exist in fairy tales. For Victoria Wesley, a hotheaded teenage witch with a chip on her shoulder, the supernatural world is all too real. Four years ago her parents were slaughtered for inexplicable reasons. As the sole survivor of her family Victoria sets out to bring their killers to justice. In her determination to find out who was responsible she meets a group of young witches and a mysterious vampire named Adrien who make her question everything she thought she knew. The world of the supernatural is far more complicated and dangerous than she ever realized. When ulterior motives are revealed knowing who to trust proves to be the hardest decision she’s ever made. When the lines between right and wrong are blurred Victoria has to figure out how far you can go before you become one of the bad guys. Will Victoria be able to get what she wants without losing sight of who she is? Will she make it out of this alive? "
1503,21481566,"The Inheritance Trilogy (Inheritance, #1-3.5)",N.K. Jemisin,/book/show/21481566-the-inheritance-trilogy,1442,0.080781759,4.16,Fantasy,FALSE,3070,"In this omnibus edition of N.K. Jemisin's brilliantly original award-winning fantasy series, a young woman becomes entangled in a power struggle of mythic proportions.A REALM OF GODS AND MORTALS.Yeine Darr is an outcast from the barbarian north. But when her mother dies under mysterious circumstances, she is summoned to the majestic city of Sky. There, to her shock, Yeine is named an heiress to the king. But the throne of the Hundred Thousand Kingdoms is not easily won, and Yeine is thrust into a vicious power struggle.The Inheritance Trilogy omnibus includes the novels: The Hundred Thousand Kingdoms, The Broken Kingdoms, and The Kingdom of Gods."
1504,25311013,"Going Forth By Day (Children of Stone, #2)",Mary R. Woldering,/book/show/25311013-going-forth-by-day,1,0.142857143,5,NA,FALSE,7,"Shu lifts me up, the Souls of On set up a stairway for me in order to reach the Above,and Nut puts her hand on mejust as she did for Asar on the day when he died...Pyramid Texts, inscribed on the walls of King Unas tomb 5th Dynasty c. 2345 BCMarai, a former shepherd who discovered a fallen 'star' and was gifted with amazing abilities by the unearthly Children of Stone, has been separated from those he loves. Kept apart by forces seeking to control all of them, they must independently grow to understand their own powers while continuing their journey to wisdom. Will they be reunited? Will Marai rise up and begin to Go Forth By Day? Will those who care for him survive without his guidance and love?Going Forth By Day, the second book in the Children of Stone series, is the story of Marai's companions, Ariennu, Deka, and Naibe-Ellit. Through their involvement in the lives of the royalty of ancient Kemet, new alliances form, loyalties shift, and the comfortable lives of some are shaken to their core."
1505,20935154,The Breath of Aoles (Ardalia #1),Alan Spade,/book/show/20935154-the-breath-of-aoles,337,0.727272727,4.09,Fantasy,FALSE,99,"Pelmen hates being a tanner, but that’s all he would ever be, thanks to the rigid caste system amongst his people, the hevelens. Then he meets Master Galn Boisencroix and his family. The master carpenter opens up the world of archery to young Pelmen, who excels at his newfound skill. But Pelmen’s intractable father would have none of it, and tries to force Pelmen to stay in the tannery.One day, however, Pelmen’s best friend and Master Galn's son, Teleg, disappears. Lured away by the prospect of untold riches through mining amberrock, the most precious substance in the world, Teleg finds himself a prisoner of the Nylevs, fierce fire-wielding worshippers of the god of destruction.Now Pelmen must leave all he knows behind, overcome his fears and travel across the land, in search of his childhood friend. Along the way, he will ally himself with strange and fantastic beings: a shaman who controls the Breath of Aoles, or the power of the wind, a krongos, a creature of the mineral realm who can become living rock, and a malian, adept at water magic."
1506,23494408,A Tale of Mist and Shadow,M.R. Laver,/book/show/23494408-a-tale-of-mist-and-shadow,450,0.692307692,3.54,NA,FALSE,13,"People make mistakes. The law demands punishment. Shackled by dragon magic, Vorel is forced to protect a murderer who killed his own brother. Defying his curse to wander, that man uses Vorel's dutiful toil to settle in a land where monsters like himself roam. Welcome to Enoch's Pardon, a hidden town for criminals seeking refuge from the law.Here, everyone's an illegal immigrant, most are terrorists, but all are accepted. In a community of monsters, peace teeters upon the keen edge of the mysterious Sheriff's deadly scythe. After 300 years it's still standing, because Vorel is still shackled. Streets will run red in Enoch's Pardon as dragons, demons, vampires, and witches clash in an eternal rivalry of blood. When the fog lifts, who will be left standing? All will hinge on those souls who can see through the haze. Those who see the light of life even in the dark are the true heroes. Turn the page and you'll discover where fantasy and reality meet in a surprising dance of brutality and compassion. Be lights in the darkness and Step into the Fog.***100% of the royalties from this book are donated towards adoptions to place children in loving homes. Our adventure really saves a child. That's truly epic! This tale contains mature content."
1507,23958748,"Stormcaller (The Age of Dawn, #1)",Everet Martins,/book/show/23958748-stormcaller,258,0.095785441,3.55,Fantasy,FALSE,261,"Alternate Cover Edition can be found here. New author Everet Martins introduces readers to the fantastical world of Zoria, a land of volcanos and carnivorous plants. 10,000 years have passed since Asebor was sealed during the first Age of Dawn. The power binding this malevolent god has finally waned, allowing him to once again beat the drums of war. Men worship the Phoenix and Dragon gods. Some are fortunate enough to touch their essences, transforming ordinary women into fearsome warriors and men into miraculous healers. The beginnings of the next scourge brushes the town of Breden, where Walter, son of elixir bean farmers, itches for adventure only to discover the harsh brutality of combat."
1508,25341640,"A Whisper In The Shadows (Rangers of Laerean, #1)",Tom Fallwell,/book/show/25341640-a-whisper-in-the-shadows,230,0.722222222,4.5,Fantasy,FALSE,36,"Baric is one of the famous Rangers of Laerean, a group dedicated to protecting the people of the Lands of Hir. Assigned to a task with a beautiful and exotic Vaar'da assassin called Whisper, Baric promises to help her solve the mystery of her recurring nightmares that are eating away at her soul and filling her heart with fear and despair. The quest becomes more complicated when those nightmares lead them to an artifact of unbelievable power that threatens the entire world they live in.The quest soon becomes a dangerous mission for the renowned Rangers as a small group undertake a quest into an area of Hir that men do not travel, where monsters roam and thrive. They must delve deep into the bowels of an active volcano, Mount Scorch, to stop the impending disaster that looms before them. Into the very heart of the territory ruled by the demonic Manenase.The fate of their world depends upon the courage and skills of the group of Rangers and their Vaar'da companion. Can they survive the quest and stop the impending devastation? They must solve the mystery of ... A Whisper In The Shadows."
1509,25169466,The Unreals,Donald Jeffries,/book/show/25169466-the-unreals,NA,0.28,3.92,NA,FALSE,25,"Drawing its inspiration from novels like 1984 and Gravity`s Rainbow, with a dash of Alice in Wonderland and The Wizard Of Oz thrown in for good measure, The Unreals is an off-the-wall, thought-provoking, and very funny slice of fantasy. The plot revolves around an eccentric young man`s search for his grandfather, who has mysteriously vanished, leaving a strange note behind as the only clue. A crazy and memorable cross-country search ensues, which includes towns and persons with names all related to the JFK assassination, exit signs and roads that seem imaginary, totally outrageous characters that appear and disappear with ease, and a magical, time-traveling cornfield. When the action moves to the Extremely Unreachable Ward in the sub-basement of a notorious mental institution, the fun really begins."
1510,24883366,Sword,Amy Bai,/book/show/24883366-sword,438,0.221719457,3.77,Fantasy,FALSE,221,"Sword shall guide the hands of men... For over a thousand years, the kingdom of Lardan has been at peace: isolated from the world, slowly forgetting the wild and deadly magic of its origins. Now the deepest truths of the past and the darkest predictions for the future survive only in the verses of nursery rhymes. And prophecies are just nursery rhymes for gullible fools. Right? So thinks Kyali Corwynall, daughter of the Lord General and the court's only sword-wielding girl. She’s never bothered believing in faery stories. But one day, an old nursery rhyme she’s heard since childhood begins to come true, naming her as Sword and her brother and best friend as Song and Crown, saviors of the kingdom. When that ancient magic wakes, the future changes for everyone. In the space of a single night, her life unravels into violence and chaos. Now Kyali must find a way to master the magic her people have abandoned, or watch her world - and her closest friends - fall to a war older than the kingdom itself. "
1511,25135994,"Shadows of Humanity (The Immortal Coil, #2)",J. Armand,/book/show/25135994-shadows-of-humanity,394,0.022727273,4,Fantasy,FALSE,88,"Two years have passed since Dorian began his training in Japan. Stronger and wiser than ever, he returns to New York where he is met with dire news. A dark storm is rolling in to blanket the Earth until all life is snuffed out.Dorian had heard prophecies of an ancient evil bent on resetting the world from immortal beings that were present the last time it rose. He must now decide between using his newfound strength to save himself, or fight against the tide for the humans that would never accept him.New and familiar faces join the fray as Dorian’s journey takes him across the globe, but not all of them are there for the same reasons. Dorian is quick to learn that the darkest corners do not compare to the bottomless depths of a corrupt mind as innocent lives begin to disappear, swallowed by the shadows themselves.What manner of demon or deity awaits Dorian and his allies once the lights go out?"
1512,22907405,"First Year (The Black Mage, #1)",Rachel E. Carter,/book/show/22907405-first-year,278,6.60E-05,3.94,Fantasy,FALSE,15143,"Magic. Romance. War. Perfect for fans of Throne of Glass, Falling Kingdoms, and Tamora Pierce.Before the age of seventeen, the young men and women of Jerar are given a choice —pursue a trade or enroll in a trial year in one of the realm’s three war schools to study as a soldier, knight, or mage…For fifteen-year-old Ryiah, the choice has always been easy. Become a mage and train in Combat, the most prestigious faction of magic.Yet when she arrives, Ry finds herself competing against friend and foe for one of the exalted apprenticeships. Everyone is rooting for her to fail—first and foremost among them is Prince Darren, the school prodigy who has done nothing but make life miserable since she arrived.Will Ry survive, or will her dream go down in flames?"
